Family,Genus,Species,Type,Seed_plant_Fern
Actinidiaceae,Saurauia,Saurauia_CRsp4,Host,Seed plant
Actinidiaceae,Saurauia,Saurauia_oreophila,Host,Seed plant
Actinidiaceae,Saurauia,Saurauia_peruviana,Host,Seed plant
Actinidiaceae,Saurauia,Saurauia_VGJsp.1,Host,Seed plant
Adoxaceae,Viburnum,Viburnum_hallii,Host,Seed plant
Adoxaceae,Viburnum,Viburnum_pichinchense,Host,Seed plant
Altingiaceae,Liquidambar,Liquidambar_styraciflua,Host,Seed plant
Altingiaceae,Liquidambar,Liquidambar_VGJsp.1,Host,Seed plant
Alzateaceae,Alzatea,Alzatea_verticillata,Epiphyte,Seed plant
Amaryllidaceae,Hippeastrum,Hippeastrum_aulicum,Epiphyte,Seed plant
Anacardiaceae,Anacardium,Anacardium_excelsum,Host,Seed plant
Anacardiaceae,Anacardium,Anacardium_occidentale,Host,Seed plant
Anacardiaceae,Anacardium,Anacardium_parvifolium,Host,Seed plant
Anacardiaceae,Astronium,Astronium_graveolens,Host,Seed plant
Anacardiaceae,Astronium,Astronium_urundeuva,Host,Seed plant
Anacardiaceae,Lithrea,Lithrea_molleoides,Host,Seed plant
Anacardiaceae,Mangifera,Mangifera_indica,Host,Seed plant
Anacardiaceae,Myracrodruon,Myracrodruon_urundeuva,Host,Seed plant
Anacardiaceae,Schinopsis,Schinopsis_marginata,Host,Seed plant
Anacardiaceae,Schinus,Schinus_molle,Host,Seed plant
Anacardiaceae,Schinus,Schinus_terebinthifolius,Host,Seed plant
Anacardiaceae,Spondias,Spondias_HEsp1,Host,Seed plant
Anacardiaceae,Spondias,Spondias_mombin,Host,Seed plant
Anacardiaceae,Spondias,Spondias_purpurea,Host,Seed plant
Anacardiaceae,Spondias,Spondias_radlkoferi,Host,Seed plant
Anacardiaceae,Tapirira,Tapirira_guianensis,Host,Seed plant
Anacardiaceae,Tapirira,Tapirira_mexicana,Host,Seed plant
Anacardiaceae,Tapirira,Tapirira_MVI001,Host,Seed plant
Anacardiaceae,Tapirira,Tapirira_obtusa,Host,Seed plant
Anacardiaceae,Tapirira,Tapirira_retusa,Host,Seed plant
Anisophylleaceae,Anisophyllea,Anisophyllea_manausensis,Host,Seed plant
Annonaceae,Annona,Annona_ambotay,Host,Seed plant
Annonaceae,Annona,Annona_CRsp5,Host,Seed plant
Annonaceae,Annona,Annona_globiflora,Host,Seed plant
Annonaceae,Annona,Annona_muricata,Host,Seed plant
Annonaceae,Annona,Annona_VGJsp.1,Host,Seed plant
Annonaceae,Cymbopetalum,Cymbopetalum_baillonii,Host,Seed plant
Annonaceae,Cymbopetalum,Cymbopetalum_stenophyllum,Host,Seed plant
Annonaceae,Diclinanona,Diclinanona_calycina,Host,Seed plant
Annonaceae,Duguetia,Duguetia_hadrantha,Host,Seed plant
Annonaceae,Duguetia,Duguetia_spixiana,Host,Seed plant
Annonaceae,Duguetia,Duguetia_surinamensis,Host,Seed plant
Annonaceae,Ephedranthus,Ephedranthus_colombianus,Host,Seed plant
Annonaceae,Guatteria,Guatteria_alutacea,Host,Seed plant
Annonaceae,Guatteria,Guatteria_australis,Host,Seed plant
Annonaceae,Guatteria,Guatteria_discolor,Host,Seed plant
Annonaceae,Guatteria,Guatteria_ESsp.1,Host,Seed plant
Annonaceae,Guatteria,Guatteria_inundata,Host,Seed plant
Annonaceae,Guatteria,Guatteria_LMN0001,Host,Seed plant
Annonaceae,Guatteria,Guatteria_MA1021,Host,Seed plant
Annonaceae,Guatteria,Guatteria_MA1034,Host,Seed plant
Annonaceae,Guatteria,Guatteria_MA1035,Host,Seed plant
Annonaceae,Guatteria,Guatteria_MA1036,Host,Seed plant
Annonaceae,Guatteria,Guatteria_pogonopus,Host,Seed plant
Annonaceae,Guatteria,Guatteria_sellowiana,Host,Seed plant
Annonaceae,Onychopetalum,Onychopetalum_amazonicum,Host,Seed plant
Annonaceae,Oxandra,Oxandra_riedeliana,Host,Seed plant
Annonaceae,Rollinia,Rollinia_dolabripetala,Host,Seed plant
Annonaceae,Rollinia,Rollinia_MK001,Host,Seed plant
Annonaceae,Unonopsis,Unonopsis_duckei,Host,Seed plant
Annonaceae,Unonopsis,Unonopsis_guatterioides,Host,Seed plant
Annonaceae,Xylopia,Xylopia_amazonica,Host,Seed plant
Annonaceae,Xylopia,Xylopia_benthamii,Host,Seed plant
Annonaceae,Xylopia,Xylopia_calophylla,Host,Seed plant
Annonaceae,Xylopia,Xylopia_emarginata,Host,Seed plant
Annonaceae,Xylopia,Xylopia_JA1012,Host,Seed plant
Annonaceae,Xylopia,Xylopia_JA1015,Host,Seed plant
Annonaceae,Xylopia,Xylopia_multiflora,Host,Seed plant
Annonaceae,Xylopia,Xylopia_sericea,Host,Seed plant
Apiaceae,Oliviera,Oliviera_brevifolia,Epiphyte,Seed plant
Apiaceae,Polytaenia,Polytaenia_brasilianum,Epiphyte,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_carapanauba,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_cylindrocarpon,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_desmanthum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_discolor,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_dispermum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_guianensis,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_JA1007,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_MA1031,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_marcgravianum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_megalocarpon,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_parvifolium,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_polyneuron,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_pyricollum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_ramiflorum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_rigidum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_spruceanum,Host,Seed plant
Apocynaceae,Aspidosperma,Aspidosperma_subincanum,Host,Seed plant
Apocynaceae,Couma,Couma_guianensis,Host,Seed plant
Apocynaceae,Geissospermum,Geissospermum_argenteum,Host,Seed plant
Apocynaceae,Himatanthus,Himatanthus_articulatus,Host,Seed plant
Apocynaceae,Malouetia,Malouetia_MA1016,Host,Seed plant
Apocynaceae,Malouetia,Malouetia_tamaquarina,Host,Seed plant
Apocynaceae,Mandevilla,Mandevilla_atroviolacea,Epiphyte,Seed plant
Apocynaceae,Mandevilla,Mandevilla_immaculata,Epiphyte,Seed plant
Apocynaceae,Mandevilla,Mandevilla_urophylla,Epiphyte,Seed plant
Apocynaceae,Rauvolfia,Rauvolfia_leptophylla,Host,Seed plant
Apocynaceae,Tabernaemontana,Tabernaemontana_alba,Host,Seed plant
Apocynaceae,Tabernaemontana,Tabernaemontana_cymosa,Host,Seed plant
Apocynaceae,Tabernaemontana,Tabernaemontana_donnell,Host,Seed plant
Apocynaceae ,Tonduzia,Tonduzia_longifolia,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_affinis,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_discolor,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_microdonta,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_pallida,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_paraguariensis,Host,Seed plant
Aquifoliaceae,Ilex,Ilex_theezans,Host,Seed plant
Aquifoliaceae,Macucu,Macucu_MA1006,Host,Seed plant
Araceae,Alloschemone,Alloschemone_inopinata,Epiphyte,Seed plant
Araceae,Alloschemone,Alloschemone_occidentalis,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_acebeyae,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_acutangulum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_affminarum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_alatipedunculatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_ALG01,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_amoenum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_andicola,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_angelopolinense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_anorianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_apanui,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_boekei,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_bonplandii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_brachypodum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_bredemeyeri,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_bromelicola,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_caucanum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_ceratiinum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_chiapasense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_clarinervium,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_comtum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_crassifolium,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_cupreonitens,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_cutucuense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_deflexum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_dolichocnemum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_dombeyanum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_effusilobum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_eminens,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_ernesti,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_fendleri,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_flavescens,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_flexile,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_friedrichsthalii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_gaudichaudianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_gracile,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_grex_avium,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_grubbii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_hacumense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_hamiltonii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_herrerae,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_incomptum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_intactum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_jenmanii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_lancea,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_lechlerianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_leonianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_licium,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_LMN0004,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_longegeniculatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_loretense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_MA1001,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_MA419,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_MA571,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_macarenense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_mendietae,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_michelii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_minarum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_MJC398,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_montanum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_moonenii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_myosuroides,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_nigrescens,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_obtusatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_oxyanthum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_pachylaminum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_palacioanum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_panamense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_paradisicum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_pedatoradiatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_penae,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_podophyllum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_pohlianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_pseudoclavigerum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_pulcachense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_rzedowskii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_SB01,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_scaberulum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_scherzerianum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_seleri,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_soukupii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_1,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_1WerTr,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_2,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_2WerTr,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_3WerTr,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_sp_nov_WerTr,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_spPasP1,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_spPasP2,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_stephanii,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_stipitatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_subaequans,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_titanium,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_trianae,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_uleanum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_variegatum,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_verapazense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_viridescens,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_warintsense,Epiphyte,Seed plant
Araceae,Anthurium,Anthurium_yungasense,Epiphyte,Seed plant
Araceae,Epipremnum,Epipremnum_pinnatum,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_croatii,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_flexuosa,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_macrophylla,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_oblongata,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_peruviana,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_rigidifolia,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_robusta,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_salicifolia,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_spruceana,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_steyermarkii,Epiphyte,Seed plant
Araceae,Heteropsis,Heteropsis_tenuispadix,Epiphyte,Seed plant
Araceae,Homalomena,Homalomena_sp_1,Epiphyte,Seed plant
Araceae,Monstera,Monstera_acacoyaguensis,Epiphyte,Seed plant
Araceae,Monstera,Monstera_acuminata,Epiphyte,Seed plant
Araceae,Monstera,Monstera_adansonii,Epiphyte,Seed plant
Araceae,Monstera,Monstera_DAJL86,Epiphyte,Seed plant
Araceae,Monstera,Monstera_deliciosa,Epiphyte,Seed plant
Araceae,Monstera,Monstera_dubia,Epiphyte,Seed plant
Araceae,Monstera,Monstera_florescanoana,Epiphyte,Seed plant
Araceae,Monstera,Monstera_lechleriana,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC125,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC210,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC414,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC421,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC72,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MJC83,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MVI0023,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MVI0024,Epiphyte,Seed plant
Araceae,Monstera,Monstera_MVI0025,Epiphyte,Seed plant
Araceae,Monstera,Monstera_obliqua,Epiphyte,Seed plant
Araceae,Monstera,Monstera_pinnatipartita,Epiphyte,Seed plant
Araceae,Monstera,Monstera_praetermissa,Epiphyte,Seed plant
Araceae,Monstera,Monstera_siltepecana,Epiphyte,Seed plant
Araceae,Monstera,Monstera_sp_1,Epiphyte,Seed plant
Araceae,Monstera,Monstera_spruceana,Epiphyte,Seed plant
Araceae,Monstera,Monstera_subpinnata,Epiphyte,Seed plant
Araceae,Monstera,Monstera_tuberculata,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_acreanum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_acuminatissimum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_advena,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_affsagitt,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_alatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ALG01,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_appendiculatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_asplundii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_barbourii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_billietiae,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_bipennifolium,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_breedlovei,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_burgeri,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_calatheifolium,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_campii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_cataniapoense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_caudatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ceronii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_chimantae,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_CMA51,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_CMA88,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_corcovadense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_cotapatense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_craspedodromum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_DAJL96,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_DAJL97,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_DAJL98,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_danielii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_delascioi,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_elaphoglossoides,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ernestii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_fragile,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_goeldii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_grandifolium,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_guttiferum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_hederaceum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_heleniae,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_herbaceum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_heterocraspedon,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_1,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_12,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_2,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_3,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_4,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_5,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_6,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_8,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_HKsp_9,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_hopkinsianum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_hylaeae,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_inaequilaterum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_insigne,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_jacquinii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_kroemeri,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_lechlerianum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_lentii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ligulatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_lindenianum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_LMN0002,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_LMN0003,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_LMN0009,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_loefgrenii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA1018,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA397,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA418,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA443,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA445,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MA578,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_maximum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_megalophyllum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_melanochrysum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_micranthum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC134,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC15,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC19,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC221,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC31,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC406,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC412,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC413,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC423,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC478,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC66,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC816,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MJC91,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI026,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI027,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI028,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI029,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI030,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI031,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_MVI032,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_oblanceolatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ornatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_palaciosii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_paxianum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_pedatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_placidum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_prominulinervium,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_pulchellum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_purpureoviride,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_quinquelobum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_radiatum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_rudgeanum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_ruizii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sagittifolium,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_SB01,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_seguine,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_smithii,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_solimoesense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_1WerTr,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_2,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_2WerTr,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_3,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_3WerTr,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_4WerTr,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sp_nov_We,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_sphalerum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_spPasP1,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_standleyi,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_straminicaule,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_surinamense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_tenue,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_THO1180,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_THO509,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_tortum,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_toshibae,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_triangulare,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_venezuelense,Epiphyte,Seed plant
Araceae,Philodendron,Philodendron_wittianum,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_brachypoda,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_CMA10,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_HKsp_1,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_latifolia,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_MJC329,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_MJC713,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_MVI001,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_oblongata,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_parvifolia,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_venosa,Epiphyte,Seed plant
Araceae,Rhodospatha,Rhodospatha_wendlandii,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_amomifolium,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_angustifolium,Epiphyte,Seed plant
Araceae,Stenospermation,Stenospermation_HKsp_1,Epiphyte,Seed plant
