Family,Genus,Species,Type,Seed_plant_Fern
Piperaceae,Peperomia,Peperomia_emarginella,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_galapagensis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_glabella,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_gracilicaulis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_guadaloupensis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_gutierrezana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_harlingii,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_hernandiifolia,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_heterodoxa,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_hispidosa,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_hoffmannii,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_jamesoniana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_JWsp1,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_JWsp2,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_lanceolatopeltata,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_leptophylla,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_LMN0001,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_LMN0002,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_LMN0009,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_loxensis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_macedoana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_mandioccana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_marcoana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_matlalucaensis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_microlepis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_MJC798,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_MJC799,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_MK001,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_nitida,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_obtusifolia,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_pellucida,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_percalvescens,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_pilosa,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_pseudoalpina,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_psilophylla,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_puerto_ospinana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_quadrangularis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_rhexiifolia,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_rhombea,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_rotundata,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sanfelipensis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sarcorachis,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_SB01,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_SB02,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sepicola,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_serpens,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_1WerTr,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_2,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_3WerTr,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_4,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_5WerTr,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_6WerTr,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp_8WerTr,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp6ManCu,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp7ManCu,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp87,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp97,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_sp9ManCu,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_stelechophila,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_subandina,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_tenella,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_tetragona,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_tetraphylla,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_THO1324,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_THO1342,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_THO1922,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_THO2619,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_THO3191,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_tominana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_tovariana,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_trianae,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_urocarpa,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ009,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ233,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ448,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ511,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ560,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ575,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ630,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_VGJ675,Epiphyte,Seed plant
Piperaceae,Peperomia,Peperomia_vulcanica,Epiphyte,Seed plant
Piperaceae,Peperonia,Peperonia_sp8ManCu,Epiphyte,Seed plant
Piperaceae,Piper,Piper_aff._evingeri,Host,Seed plant
Piperaceae,Piper,Piper_amalago,Host,Seed plant
Piperaceae,Piper,Piper_dead,Host,Seed plant
Piperaceae,Piper,Piper_MVI033,Epiphyte,Seed plant
Piperaceae,Piper,Piper_MVI034,Epiphyte,Seed plant
Piperaceae,Piper,Piper_PH001,Host,Seed plant
Piperaceae,Piper,Piper_richardiifolium,Host,Seed plant
Piperaceae,Piper,Piper_sp_1WerTr,Epiphyte,Seed plant
Piperaceae,Piper,Piper_sp_2WerTr,Epiphyte,Seed plant
Piperaceae,Piper,Piper_sp_3WerTr,Epiphyte,Seed plant
Platanaceae,Platanus,Platanus_x_hispanica,Host,Seed plant
Poaceae,Brisia,Brisia_AM03,Epiphyte,Seed plant
Podocarpaceae,Podocarpus,Podocarpus_lamberti,Host,Seed plant
Podocarpaceae,Podocarpus,Podocarpus_matudae,Host,Seed plant
Podocarpaceae,Podocarpus,Podocarpus_oleifolius,Host,Seed plant
Podocarpaceae,Podocarpus,Podocarpus_reichei,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_aff._chiapensis,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_caracasana,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_cf._nutans_Kunth,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_cordata,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_lasseri,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_montana,Host,Seed plant
Polygonaceae,Coccoloba,Coccoloba_mosenii,Host,Seed plant
Polygonaceae,Ruprechtia,Ruprechtia_apetala,Host,Seed plant
Polygonaceae,Triplaris,Triplaris_americana,Host,Seed plant
Polypodiaceae,Alansmia,Alansmia_cultrata,Epiphyte,Fern
Polypodiaceae,Alansmia,Alansmia_elastica,Epiphyte,Fern
Polypodiaceae,Alansmia,Alansmia_reclinata,Epiphyte,Seed plant
Polypodiaceae,Alansmia,Alansmia_senilis,Epiphyte,Fern
Polypodiaceae,Alansmia,Alansmia_stella,Epiphyte,Fern
Polypodiaceae,Ascogrammitis,Ascogrammitis_anfractuosa,Epiphyte,Fern
Polypodiaceae,Ascogrammitis,Ascogrammitis_clathrata,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_acrocarpon,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_amphostenon,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_angustifolium,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_aphanophlebium,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_asplundii,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_austrobrasilianum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_chlorolepis,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_coarctatum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_fuscosquamatum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_minus,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_MJC415,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_MJC52,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_nitidissimum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_ophiocaulon,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_phyllitidis,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_repens,Epiphyte,Fern
Polypodiaceae,Campyloneurum,Campyloneurum_rigidum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_solutum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_spPasP1,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_tenuipes,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_vulpinum,Epiphyte,Seed plant
Polypodiaceae,Campyloneurum,Campyloneurum_xalapense,Epiphyte,Fern
Polypodiaceae,Ceradenia,Ceradenia_albidula,Epiphyte,Seed plant
Polypodiaceae,Ceradenia,Ceradenia_curvata,Epiphyte,Fern
Polypodiaceae,Ceradenia,Ceradenia_jungermannioides,Epiphyte,Fern
Polypodiaceae,Ceradenia,Ceradenia_pearcei,Epiphyte,Fern
Polypodiaceae,Ceradenia,Ceradenia_pilipalaea,Epiphyte,Seed plant
Polypodiaceae,Ceradenia,Ceradenia_sp_2WerTr,Epiphyte,Seed plant
Polypodiaceae,Ceradenia,Ceradenia_spixiana,Epiphyte,Fern
Polypodiaceae,Ceradenia,Ceradenia_tunquiniensis,Epiphyte,Seed plant
Polypodiaceae,Cochlidium,Cochlidium_linearifolium,Epiphyte,Seed plant
Polypodiaceae,Cochlidium,Cochlidium_pumilum,Epiphyte,Seed plant
Polypodiaceae,Cochlidium,Cochlidium_punctatum,Epiphyte,Fern
Polypodiaceae,Cochlidium,Cochlidium_rostratum,Epiphyte,Fern
Polypodiaceae,Ctenopteris,Ctenopteris_flabelliformis,Epiphyte,Seed plant
Polypodiaceae,Dicranoglossum,Dicranoglossum_panamense,Epiphyte,Fern
Polypodiaceae,Dicranoglossum,Dicranoglossum_subnudum,Epiphyte,Seed plant
Polypodiaceae,Enterosora,Enterosora_trichosora,Epiphyte,Fern
Polypodiaceae,Galactodenia,Galactodenia_delicatula,Epiphyte,Fern
Polypodiaceae,Goniophlebium,Goniophlebium_furfuraceum,Epiphyte,Seed plant
Polypodiaceae,Grammitis,Grammitis_anfractuosa,Epiphyte,Seed plant
Polypodiaceae,Grammitis,Grammitis_bryophila,Epiphyte,Fern
Polypodiaceae,Grammitis,Grammitis_limbata,Epiphyte,Seed plant
Polypodiaceae,Grammitis,Grammitis_subsessilis,Epiphyte,Seed plant
Polypodiaceae,Grammitis,Grammitis_trichomanoides,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_apiculata,Epiphyte,Fern
Polypodiaceae,Lellingeria,Lellingeria_brevistipes,Epiphyte,Fern
Polypodiaceae,Lellingeria,Lellingeria_delitescens,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_lanigera,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_major,Epiphyte,Fern
Polypodiaceae,Lellingeria,Lellingeria_myosuroides,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_phlegmaria,Epiphyte,Fern
Polypodiaceae,Lellingeria,Lellingeria_sp_1WerTr,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_subcoriacea,Epiphyte,Seed plant
Polypodiaceae,Lellingeria,Lellingeria_suspensa,Epiphyte,Fern
Polypodiaceae,Leucotrichum,Leucotrichum_affpumila,Epiphyte,Seed plant
Polypodiaceae,Leucotrichum,Leucotrichum_LMN0001,Epiphyte,Seed plant
Polypodiaceae,Leucotrichum,Leucotrichum_organense,Epiphyte,Fern
Polypodiaceae,Loxogramme,Loxogramme_mexicana,Epiphyte,Fern
Polypodiaceae,Marginaria,Marginaria_pleopeltidis,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_anfractuosa,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_firma,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_gracilis,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_huancabambensis,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_leptostoma,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_melanosticta,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_MJC261,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_MJCBCOLGEN11,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_moniliformis,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_PH0921,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_pilosissima,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_pseudonutans,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_sp_1WerTr,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_THO2432,Epiphyte,Seed plant
Polypodiaceae,Melpomene,Melpomene_wolfii,Epiphyte,Fern
Polypodiaceae,Melpomene,Melpomene_xiphopteroides,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_acatallela,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_baldwinii,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_fuscopunctata,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_JA1003,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_lycopodioides,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_MA1010,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_MA1011,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_megalophylla,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_MJC43,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_nitida,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_percussa,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_piloselloides,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_reptans,Epiphyte,Seed plant
Polypodiaceae,Microgramma,Microgramma_squamulosa,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_tecta,Epiphyte,Fern
Polypodiaceae,Microgramma,Microgramma_vacciniifolia,Epiphyte,Fern
Polypodiaceae,Micropolypodium,Micropolypodium_achilleifolium,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_nanum,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_sp_2We,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_sp_4We,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_sp24,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_taenifolium,Epiphyte,Seed plant
Polypodiaceae,Micropolypodium,Micropolypodium_truncicola,Epiphyte,Seed plant
Polypodiaceae,Moranopteris,Moranopteris_achilleifolia,Epiphyte,Fern
Polypodiaceae,Moranopteris,Moranopteris_caucana,Epiphyte,Fern
Polypodiaceae,Moranopteris,Moranopteris_gradata,Epiphyte,Fern
Polypodiaceae,Niphidium,Niphidium_albopunctatissimum,Epiphyte,Fern
Polypodiaceae,Niphidium,Niphidium_anocarpos,Epiphyte,Seed plant
Polypodiaceae,Niphidium,Niphidium_carinatum,Epiphyte,Seed plant
Polypodiaceae,Niphidium,Niphidium_crassifolium,Epiphyte,Fern
Polypodiaceae,Niphidium,Niphidium_mortonianum,Epiphyte,Seed plant
Polypodiaceae,Niphidium,Niphidium_rufosquamatum,Epiphyte,Seed plant
Polypodiaceae,Niphidium,Niphidium_sp105,Epiphyte,Seed plant
Polypodiaceae,Niphidium,Niphidium_VGJ394,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_alfredii,Epiphyte,Fern
Polypodiaceae,Pecluma,Pecluma_atra,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_camptophyllaria,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_consimilis,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_dispersa,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_divaricata,Epiphyte,Fern
Polypodiaceae,Pecluma,Pecluma_dulce,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_eurybasis,Epiphyte,Fern
Polypodiaceae,Pecluma,Pecluma_filicula,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_hartwegiana,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_HKsp_1,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_hygrometrica,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_liebmannii,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_LMN0001,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_LMN0004,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_LMN0008,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_longepinnulata,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_MJC727,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_pectinata,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_perpinnata,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_PH0903,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_pilosa,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_plumula,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_recurvata,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_sicca,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_sursumcurrens,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_THO2365,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_truncorum,Epiphyte,Seed plant
Polypodiaceae,Pecluma,Pecluma_VGJ490,Epiphyte,Seed plant
Polypodiaceae,Phlebodium,Phlebodium_areolatum,Epiphyte,Fern
Polypodiaceae,Phlebodium,Phlebodium_aureum,Epiphyte,Seed plant
Polypodiaceae,Phlebodium,Phlebodium_decumanum,Epiphyte,Fern
Polypodiaceae,Phlebodium,Phlebodium_pseudoaureum,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_acicularis,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_angusta,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_astrolepis,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_ballivianii,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_bombycina,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_complanata,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_crassinervata,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_fallax,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_fraseri,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_hirsutissima,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_macrocarpa,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_mexicana,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_minarum,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_panamensis,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_plebeia,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_pleolepis,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_polylepis,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_remota,Epiphyte,Fern
Polypodiaceae,Pleopeltis,Pleopeltis_sp_1,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_sp_1WerTr,Epiphyte,Seed plant
Polypodiaceae,Pleopeltis,Pleopeltis_sp23,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_arcanum,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_attenuatum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_bombycinum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_caceresii,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_collinsii,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_conforme,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_DAJL110,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_DAJL92,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_decumanum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_dulce,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_eatonii,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_echinolepis,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_eperopeutes,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_falcaria,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_fissidens,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_fraternum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_furfuraceum,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_hartwegianum,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_JWsp1,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_JWsp2,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_JWsp3,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_lepidopteris,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_levigatum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_longepinnulatum,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_loriceum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_maritimum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_montigenum,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_plebeium,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_polypodioides,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_pseudoaureum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_puberulum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_pyrrholepis,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_rhachiptery,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_rhodopleuron,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_sanctae_rosae,Epiphyte,Fern
Polypodiaceae,Polypodium,Polypodium_SB01,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_SB02,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp37,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp51,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp58,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp59,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp61,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp66,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_sp69,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_spPasP1,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_subminutum,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_THO2083,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_thyssanolepis,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_triseriale,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_VGJ005,Epiphyte,Seed plant
Polypodiaceae,Polypodium,Polypodium_VGJ109,Epiphyte,Seed plant
Polypodiaceae,Serpocaulon,Serpocaulon_articulatum,Epiphyte,Seed plant
Polypodiaceae,Serpocaulon,Serpocaulon_attenuatum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_caceresii,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_catharinae,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_CMA48,Epiphyte,Seed plant
Polypodiaceae,Serpocaulon,Serpocaulon_dasypleuron,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_dissimile,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_falcaria,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_fraxinifolium,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_funckii,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_giganteum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_intricatum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_lasiopus,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_latipes,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_levigatum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_LMN0001,Epiphyte,Seed plant
Polypodiaceae,Serpocaulon,Serpocaulon_LMN0003,Epiphyte,Seed plant
Polypodiaceae,Serpocaulon,Serpocaulon_loriceum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_maritimum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_meniscifolium,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_ptilorhizon,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_sessilifolium,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_subandinum,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_triseriale,Epiphyte,Fern
Polypodiaceae,Serpocaulon,Serpocaulon_wagneri,Epiphyte,Fern
